storm,threshold_km,excess_log1p,density,mean_excess,n
Harvey (2017),50,1.3787575150300606,0.3423201120374596,1.8482638600587176,4039
Harvey (2017),50,1.4068136272545093,0.3450784565574303,1.8482638600587176,4039
Harvey (2017),50,1.434869739478958,0.347595494728381,1.8482638600587176,4039
Harvey (2017),50,1.4629258517034067,0.3498594851480523,1.8482638600587176,4039
Harvey (2017),50,1.4909819639278554,0.35186146546402636,1.8482638600587176,4039
Harvey (2017),50,1.519038076152305,0.35359518578356597,1.8482638600587176,4039
Harvey (2017),50,1.5470941883767537,0.35505680286176167,1.8482638600587176,4039
Harvey (2017),50,1.5751503006012024,0.3562443961648721,1.8482638600587176,4039
Harvey (2017),50,1.6032064128256511,0.3571573820159541,1.8482638600587176,4039
Harvey (2017),50,1.6312625250501007,0.3577959065544255,1.8482638600587176,4039
Harvey (2017),50,1.6593186372745494,0.3581602922700765,1.8482638600587176,4039
Harvey (2017),50,1.6873747494989981,0.35825059814325627,1.8482638600587176,4039
Harvey (2017),50,1.7154308617234468,0.35806633295824575,1.8482638600587176,4039
Harvey (2017),50,1.7434869739478955,0.35760633884622295,1.8482638600587176,4039
Harvey (2017),50,1.7715430861723451,0.3568688411775282,1.8482638600587176,4039
Harvey (2017),50,1.7995991983967938,0.35585164441331973,1.8482638600587176,4039
Harvey (2017),50,1.8276553106212425,0.3545524430295513,1.8482638600587176,4039
Harvey (2017),50,1.8557114228456912,0.3529692122684657,1.8482638600587176,4039
Harvey (2017),50,1.88376753507014,0.35110064407587993,1.8482638600587176,4039
Harvey (2017),50,1.9118236472945895,0.34894659711543274,1.8482638600587176,4039
Harvey (2017),50,1.9398797595190382,0.3465085339617802,1.8482638600587176,4039
Harvey (2017),50,1.967935871743487,0.3437899216370772,1.8482638600587176,4039
Harvey (2017),50,1.9959919839679356,0.3407965726662877,1.8482638600587176,4039
Harvey (2017),50,2.0240480961923843,0.33753690303251377,1.8482638600587176,4039
Harvey (2017),50,2.052104208416834,0.33402208210446227,1.8482638600587176,4039
Harvey (2017),50,2.0801603206412835,0.3302660497238663,1.8482638600587176,4039
Harvey (2017),50,2.1082164328657313,0.3262853791791963,1.8482638600587176,4039
Harvey (2017),50,2.136272545090181,0.3220989731827646,1.8482638600587176,4039
Harvey (2017),50,2.1643286573146288,0.3177275935632079,1.8482638600587176,4039
Harvey (2017),50,2.1923847695390783,0.31319324319816827,1.8482638600587176,4039
Harvey (2017),50,2.220440881763528,0.3085184384721068,1.8482638600587176,4039
Harvey (2017),50,2.2484969939879758,0.30372542905785493,1.8482638600587176,4039
Harvey (2017),50,2.2765531062124253,0.2988354355621315,1.8482638600587176,4039
Harvey (2017),50,2.304609218436873,0.2938679813858509,1.8482638600587176,4039
Harvey (2017),50,2.3326653306613228,0.2888403908958917,1.8482638600587176,4039
Harvey (2017),50,2.3607214428857723,0.2837675110693327,1.8482638600587176,4039
Harvey (2017),50,2.38877755511022,0.27866168928195456,1.8482638600587176,4039
Harvey (2017),50,2.4168336673346698,0.27353300866812874,1.8482638600587176,4039
Harvey (2017),50,2.4448897795591176,0.2683897485835205,1.8482638600587176,4039
Harvey (2017),50,2.472945891783567,0.26323900597634287,1.8482638600587176,4039
Harvey (2017),50,2.5010020040080168,0.25808738873244663,1.8482638600587176,4039
Harvey (2017),50,2.5290581162324646,0.2529416783732356,1.8482638600587176,4039
Harvey (2017),50,2.557114228456914,0.24780935952502706,1.8482638600587176,4039
Harvey (2017),50,2.585170340681362,0.2426989281552073,1.8482638600587176,4039
Harvey (2017),50,2.6132264529058116,0.23761991842896354,1.8482638600587176,4039
Harvey (2017),50,2.641282565130261,0.2325826259443565,1.8482638600587176,4039
Harvey (2017),50,2.669338677354709,0.2275975482133001,1.8482638600587176,4039
Harvey (2017),50,2.6973947895791586,0.22267460575225892,1.8482638600587176,4039
Harvey (2017),50,2.725450901803608,0.21782224302289951,1.8482638600587176,4039
Harvey (2017),50,2.753507014028056,0.21304653237879057,1.8482638600587176,4039
Harvey (2017),50,2.7815631262525056,0.2083504122460275,1.8482638600587176,4039
Harvey (2017),50,2.8096192384769534,0.20373318117572645,1.8482638600587176,4039
Harvey (2017),50,2.837675350701403,0.19919034273451627,1.8482638600587176,4039
Harvey (2017),50,2.8657314629258526,0.19471385541601605,1.8482638600587176,4039
Harvey (2017),50,2.8937875751503004,0.1902927918720361,1.8482638600587176,4039
Harvey (2017),50,2.92184368737475,0.18591435917566748,1.8482638600587176,4039
Harvey (2017),50,2.949899799599198,0.1815651834665268,1.8482638600587176,4039
Harvey (2017),50,2.9779559118236474,0.17723272470151882,1.8482638600587176,4039
Harvey (2017),50,3.006012024048097,0.17290666554018244,1.8482638600587176,4039
Harvey (2017),50,3.034068136272545,0.16858011579789237,1.8482638600587176,4039
Harvey (2017),50,3.0621242484969944,0.1642504910928519,1.8482638600587176,4039
Harvey (2017),50,3.090180360721442,0.15991995939862755,1.8482638600587176,4039
Harvey (2017),50,3.118236472945892,0.1555953979494441,1.8482638600587176,4039
Harvey (2017),50,3.1462925851703414,0.15128785928919608,1.8482638600587176,4039
Harvey (2017),50,3.174348697394789,0.14701160215679474,1.8482638600587176,4039
Harvey (2017),50,3.202404809619239,0.14278279322409473,1.8482638600587176,4039
Harvey (2017),50,3.2304609218436866,0.13861802316279068,1.8482638600587176,4039
Harvey (2017),50,3.258517034068136,0.13453280050320235,1.8482638600587176,4039
Harvey (2017),50,3.286573146292586,0.13054018692887323,1.8482638600587176,4039
Harvey (2017),50,3.3146292585170336,0.12664971826895022,1.8482638600587176,4039
Harvey (2017),50,3.342685370741483,0.12286671927077047,1.8482638600587176,4039
Harvey (2017),50,3.370741482965933,0.11919207214846869,1.8482638600587176,4039
Harvey (2017),50,3.3987975951903806,0.11562244523805135,1.8482638600587176,4039
Harvey (2017),50,3.42685370741483,0.11215093573091844,1.8482638600587176,4039
Harvey (2017),50,3.454909819639278,0.10876803590354306,1.8482638600587176,4039
Harvey (2017),50,3.4829659318637276,0.10546280074833198,1.8482638600587176,4039
Harvey (2017),50,3.511022044088177,0.10222407974581343,1.8482638600587176,4039
Harvey (2017),50,3.539078156312625,0.09904167770110808,1.8482638600587176,4039
Harvey (2017),50,3.5671342685370746,0.09590732775947357,1.8482638600587176,4039
Harvey (2017),50,3.5951903807615224,0.09281539054259266,1.8482638600587176,4039
Harvey (2017),50,3.623246492985972,0.08976323197968507,1.8482638600587176,4039
Harvey (2017),50,3.6513026052104216,0.08675127331648506,1.8482638600587176,4039
Harvey (2017),50,3.6793587174348694,0.083782744553009,1.8482638600587176,4039
Harvey (2017),50,3.707414829659319,0.08086320262394316,1.8482638600587176,4039
Harvey (2017),50,3.735470941883767,0.07799989485204589,1.8482638600587176,4039
Harvey (2017),50,3.7635270541082164,0.07520105518058438,1.8482638600587176,4039
Harvey (2017),50,3.791583166332666,0.07247521582732251,1.8482638600587176,4039
Harvey (2017),50,3.819639278557114,0.06983060228705502,1.8482638600587176,4039
Harvey (2017),50,3.8476953907815634,0.06727465819319159,1.8482638600587176,4039
Harvey (2017),50,3.8757515030060112,0.06481372219264833,1.8482638600587176,4039
Harvey (2017),50,3.903807615230461,0.062452855468141846,1.8482638600587176,4039
Harvey (2017),50,3.9318637274549104,0.06019579910143669,1.8482638600587176,4039
Harvey (2017),50,3.9599198396793582,0.058045027398803545,1.8482638600587176,4039
Harvey (2017),50,3.987975951903808,0.05600185768444921,1.8482638600587176,4039
Harvey (2017),50,4.016032064128257,0.05406657875170436,1.8482638600587176,4039
Harvey (2017),50,4.044088176352705,0.05223856788748086,1.8482638600587176,4039
Harvey (2017),50,4.072144288577155,0.050516378093748183,1.8482638600587176,4039
Harvey (2017),50,4.100200400801603,0.048897790354778335,1.8482638600587176,4039
Harvey (2017),50,4.128256513026052,0.04737983809009048,1.8482638600587176,4039
Harvey (2017),50,4.156312625250502,0.0459588202355237,1.8482638600587176,4039
Harvey (2017),50,4.18436873747495,0.044630324332519455,1.8482638600587176,4039
Harvey (2017),50,4.212424849699399,0.04338928103150889,1.8482638600587176,4039
Harvey (2017),50,4.240480961923847,0.04223006681819597,1.8482638600587176,4039
Harvey (2017),50,4.268537074148297,0.04114666355438459,1.8482638600587176,4039
Harvey (2017),50,4.296593186372746,0.04013287308768557,1.8482638600587176,4039
Harvey (2017),50,4.324649298597194,0.039182574457474854,1.8482638600587176,4039
Harvey (2017),50,4.352705410821644,0.038290001800833036,1.8482638600587176,4039
Harvey (2017),50,4.3807615230460915,0.03745001436689319,1.8482638600587176,4039
Harvey (2017),50,4.408817635270541,0.03665832707241168,1.8482638600587176,4039
Harvey (2017),50,4.436873747494991,0.035911671243115874,1.8482638600587176,4039
Harvey (2017),50,4.4649298597194385,0.03520786051085223,1.8482638600587176,4039
Harvey (2017),50,4.492985971943888,0.03454574570365084,1.8482638600587176,4039
Harvey (2017),50,4.521042084168338,0.03392505399050548,1.8482638600587176,4039
Harvey (2017),50,4.5490981963927855,0.03334612024459555,1.8482638600587176,4039
Harvey (2017),50,4.577154308617235,0.032809531124661256,1.8482638600587176,4039
Harvey (2017),50,4.605210420841683,0.03231571328261301,1.8482638600587176,4039
Harvey (2017),50,4.6332665330661325,0.03186450505597539,1.8482638600587176,4039
Harvey (2017),50,4.661322645290582,0.03145475494598066,1.8482638600587176,4039
Harvey (2017),50,4.68937875751503,0.031083989480504944,1.8482638600587176,4039
Harvey (2017),50,4.7174348697394795,0.030748187599872093,1.8482638600587176,4039
Harvey (2017),50,4.745490981963927,0.030441688941265897,1.8482638600587176,4039
Harvey (2017),50,4.773547094188377,0.030157250351441182,1.8482638600587176,4039
Harvey (2017),50,4.8016032064128265,0.02988625010768108,1.8482638600587176,4039
Harvey (2017),50,4.829659318637274,0.029619024440725353,1.8482638600587176,4039
Harvey (2017),50,4.857715430861724,0.029345307848263186,1.8482638600587176,4039
Harvey (2017),50,4.885771543086172,0.029054738967161525,1.8482638600587176,4039
Harvey (2017),50,4.913827655310621,0.028737388579423727,1.8482638600587176,4039
Harvey (2017),50,4.941883767535071,0.02838426615906037,1.8482638600587176,4039
Harvey (2017),50,4.969939879759519,0.027987765997401506,1.8482638600587176,4039
Harvey (2017),50,4.997995991983968,0.027542022462679668,1.8482638600587176,4039
Harvey (2017),50,5.026052104208416,0.02704315492523723,1.8482638600587176,4039
Harvey (2017),50,5.054108216432866,0.02648939461588478,1.8482638600587176,4039
Harvey (2017),50,5.082164328657315,0.02588109651810213,1.8482638600587176,4039
Harvey (2017),50,5.110220440881763,0.025220647978603412,1.8482638600587176,4039
Harvey (2017),50,5.138276553106213,0.024512291240269123,1.8482638600587176,4039
Harvey (2017),50,5.166332665330662,0.023761879374952232,1.8482638600587176,4039
Harvey (2017),50,5.19438877755511,0.022976584545799806,1.8482638600587176,4039
Harvey (2017),50,5.22244488977956,0.02216457504434988,1.8482638600587176,4039
Harvey (2017),50,5.2505010020040075,0.02133467424277067,1.8482638600587176,4039
Harvey (2017),50,5.278557114228457,0.02049601156346284,1.8482638600587176,4039
Harvey (2017),50,5.306613226452907,0.019657673621691164,1.8482638600587176,4039
Harvey (2017),50,5.3346693386773545,0.018828363245370714,1.8482638600587176,4039
Harvey (2017),50,5.362725450901804,0.018016075046872738,1.8482638600587176,4039
Harvey (2017),50,5.390781563126252,0.017227798120145615,1.8482638600587176,4039
Harvey (2017),50,5.4188376753507015,0.016469258489968906,1.8482638600587176,4039
Harvey (2017),50,5.446893787575151,0.0157447152936095,1.8482638600587176,4039
Harvey (2017),50,5.474949899799599,0.015056824591487288,1.8482638600587176,4039
Harvey (2017),50,5.5030060120240485,0.014406582726063323,1.8482638600587176,4039
Harvey (2017),50,5.531062124248496,0.01379335719341213,1.8482638600587176,4039
Harvey (2017),50,5.559118236472946,0.013215007359041622,1.8482638600587176,4039
Harvey (2017),50,5.5871743486973955,0.012668090653749553,1.8482638600587176,4039
Harvey (2017),50,5.615230460921843,0.012148142936441782,1.8482638600587176,4039
Harvey (2017),50,5.643286573146293,0.011650015367418578,1.8482638600587176,4039
Harvey (2017),50,5.6713426853707425,0.011168245166203523,1.8482638600587176,4039
Harvey (2017),50,5.69939879759519,0.010697434604262195,1.8482638600587176,4039
Harvey (2017),50,5.72745490981964,0.01023261181884947,1.8482638600587176,4039
Harvey (2017),50,5.755511022044088,0.009769548572662407,1.8482638600587176,4039
Harvey (2017),50,5.783567134268537,0.009305013723400144,1.8482638600587176,4039
Harvey (2017),50,5.811623246492987,0.008836946513922396,1.8482638600587176,4039
Harvey (2017),50,5.839679358717435,0.00836454032410568,1.8482638600587176,4039
Harvey (2017),50,5.867735470941884,0.00788823464804007,1.8482638600587176,4039
Harvey (2017),50,5.895791583166332,0.0074096201674043564,1.8482638600587176,4039
Harvey (2017),50,5.923847695390782,0.006931268302957342,1.8482638600587176,4039
Harvey (2017),50,5.951903807615231,0.006456502021989631,1.8482638600587176,4039
Harvey (2017),50,5.979959919839679,0.005989128533954776,1.8482638600587176,4039
Harvey (2017),50,6.008016032064129,0.0055331565157807384,1.8482638600587176,4039
Harvey (2017),50,6.0360721442885765,0.005092520520210622,1.8482638600587176,4039
Harvey (2017),50,6.064128256513026,0.004670833257079321,1.8482638600587176,4039
Harvey (2017),50,6.092184368737476,0.004271182707098916,1.8482638600587176,4039
Harvey (2017),50,6.1202404809619235,0.0038959859188282893,1.8482638600587176,4039
Harvey (2017),50,6.148296593186373,0.003546905391109642,1.8482638600587176,4039
Harvey (2017),50,6.176352705410821,0.003224827792254301,1.8482638600587176,4039
Harvey (2017),50,6.2044088176352705,0.0029298990760208577,1.8482638600587176,4039
Harvey (2017),50,6.23246492985972,0.0026616054280932722,1.8482638600587176,4039
Harvey (2017),50,6.260521042084168,0.0024188863828276926,1.8482638600587176,4039
Harvey (2017),50,6.2885771543086175,0.002200265153834901,1.8482638600587176,4039
Harvey (2017),50,6.316633266533067,0.0020039817500199612,1.8482638600587176,4039
Harvey (2017),50,6.344689378757515,0.0018281165874773247,1.8482638600587176,4039
Harvey (2017),50,6.3727454909819645,0.001670695639165619,1.8482638600587176,4039
Harvey (2017),50,6.400801603206412,0.0015297721333848002,1.8482638600587176,4039
Harvey (2017),50,6.428857715430862,0.001403483814055343,1.8482638600587176,4039
Harvey (2017),50,6.4569138276553115,0.0012900882495994472,1.8482638600587176,4039
Harvey (2017),50,6.484969939879759,0.0011879811880301419,1.8482638600587176,4039
Harvey (2017),50,6.513026052104209,0.001095704253264886,1.8482638600587176,4039
Harvey (2017),50,6.541082164328657,0.0010119483202862274,1.8482638600587176,4039
Harvey (2017),50,6.569138276553106,0.0009355578505003525,1.8482638600587176,4039
Harvey (2017),50,6.597194388777556,0.000865539623007526,1.8482638600587176,4039
Harvey (2017),50,6.625250501002004,0.0008010770597232446,1.8482638600587176,4039
Harvey (2017),50,6.653306613226453,0.0007415491229060065,1.8482638600587176,4039
Harvey (2017),50,6.681362725450901,0.000686550917836468,1.8482638600587176,4039
Harvey (2017),50,6.709418837675351,0.0006359119102347379,1.8482638600587176,4039
Harvey (2017),50,6.7374749498998,0.0005897071852461272,1.8482638600587176,4039
Harvey (2017),50,6.765531062124248,0.0005482574209899961,1.8482638600587176,4039
Harvey (2017),50,6.793587174348698,0.0005121141095470213,1.8482638600587176,4039
Harvey (2017),50,6.821643286573146,0.0004820278533772125,1.8482638600587176,4039
Harvey (2017),50,6.849699398797595,0.0004588990983930409,1.8482638600587176,4039
Harvey (2017),50,6.877755511022045,0.00044371225878020557,1.8482638600587176,4039
Harvey (2017),50,6.905811623246493,0.0004374557093572227,1.8482638600587176,4039
Harvey (2017),50,6.933867735470942,0.0004410314848120875,1.8482638600587176,4039
Harvey (2017),50,6.961923847695392,0.0004551596868969815,1.8482638600587176,4039
Harvey (2017),50,6.98997995991984,0.00048028353370033146,1.8482638600587176,4039
Harvey (2017),50,7.018036072144289,0.0005164816559307195,1.8482638600587176,4039
Harvey (2017),50,7.046092184368737,0.0005633945952897727,1.8482638600587176,4039
Harvey (2017),50,7.074148296593187,0.0006201724009418342,1.8482638600587176,4039
Harvey (2017),50,7.102204408817636,0.000685449644622833,1.8482638600587176,4039
Harvey (2017),50,7.130260521042084,0.0007573529840752072,1.8482638600587176,4039
Harvey (2017),50,7.158316633266534,0.000833544543861611,1.8482638600587176,4039
Harvey (2017),50,7.186372745490981,0.0009113018792465664,1.8482638600587176,4039
Harvey (2017),50,7.214428857715431,0.0009876322780383836,1.8482638600587176,4039
Harvey (2017),50,7.242484969939881,0.0010594158882181331,1.8482638600587176,4039
Harvey (2017),50,7.270541082164328,0.0011235689858166695,1.8482638600587176,4039
Harvey (2017),50,7.298597194388778,0.0011772160246619435,1.8482638600587176,4039
Harvey (2017),50,7.326653306613226,0.001217857339842682,1.8482638600587176,4039
Harvey (2017),50,7.354709418837675,0.0012435188385419586,1.8482638600587176,4039
Harvey (2017),50,7.382765531062125,0.0012528708950909346,1.8482638600587176,4039
Harvey (2017),50,7.410821643286573,0.001245305976727706,1.8482638600587176,4039
Harvey (2017),50,7.438877755511022,0.0012209680661819228,1.8482638600587176,4039
Harvey (2017),50,7.46693386773547,0.0011807313367011587,1.8482638600587176,4039
Harvey (2017),50,7.49498997995992,0.0011261302612800665,1.8482638600587176,4039
Harvey (2017),50,7.523046092184369,0.001059247829550301,1.8482638600587176,4039
Harvey (2017),50,7.551102204408817,0.0009825722604038711,1.8482638600587176,4039
Harvey (2017),50,7.579158316633267,0.0008988351036657964,1.8482638600587176,4039
Harvey (2017),50,7.607214428857716,0.0008108446607845029,1.8482638600587176,4039
Harvey (2017),50,7.635270541082164,0.0007213281692788837,1.8482638600587176,4039
Harvey (2017),50,7.663326653306614,0.000632794339489227,1.8482638600587176,4039
Harvey (2017),50,7.691382765531062,0.0005474249258818454,1.8482638600587176,4039
Harvey (2017),50,7.719438877755511,0.00046700049066637544,1.8482638600587176,4039
Harvey (2017),50,7.747494989979961,0.0003928618462160156,1.8482638600587176,4039
Harvey (2017),50,7.775551102204409,0.0003259052846701311,1.8482638600587176,4039
Harvey (2017),50,7.803607214428858,0.0002666069680769185,1.8482638600587176,4039
Harvey (2017),50,7.831663326653306,0.00021506998268438495,1.8482638600587176,4039
Harvey (2017),50,7.859719438877756,0.00017108663763299058,1.8482638600587176,4039
Harvey (2017),50,7.887775551102205,0.00013420856132085682,1.8482638600587176,4039
Harvey (2017),50,7.915831663326653,0.00010381786499103084,1.8482638600587176,4039
Harvey (2017),50,7.943887775551103,7.919388515454252e-05,1.8482638600587176,4039
Harvey (2017),50,7.97194388777555,5.957154378987243e-05,1.8482638600587176,4039
Harvey (2017),50,8.0,4.418895112823583e-05,1.8482638600587176,4039
Harvey (2017),100,-6.0,8.206934725876284e-30,1.4678473785213595,3116
Harvey (2017),100,-5.971943887775551,3.5352514252800644e-29,1.4678473785213595,3116
Harvey (2017),100,-5.943887775551103,1.4955106547448335e-28,1.4678473785213595,3116
Harvey (2017),100,-5.915831663326653,6.212817502824568e-28,1.4678473785213595,3116
Harvey (2017),100,-5.887775551102204,2.534647461783184e-27,1.4678473785213595,3116
Harvey (2017),100,-5.859719438877756,1.0154917779438083e-26,1.4678473785213595,3116
Harvey (2017),100,-5.831663326653307,3.995444884773016e-26,1.4678473785213595,3116
Harvey (2017),100,-5.803607214428857,1.5437741449130855e-25,1.4678473785213595,3116
Harvey (2017),100,-5.775551102204409,5.857769395839874e-25,1.4678473785213595,3116
Harvey (2017),100,-5.74749498997996,2.1827835385898334e-24,1.4678473785213595,3116
Harvey (2017),100,-5.719438877755511,7.987648846579838e-24,1.4678473785213595,3116
Harvey (2017),100,-5.6913827655310625,2.870497398147305e-23,1.4678473785213595,3116
Harvey (2017),100,-5.663326653306613,1.0130368770386462e-22,1.4678473785213595,3116
Harvey (2017),100,-5.635270541082164,3.5109388256761265e-22,1.4678473785213595,3116
Harvey (2017),100,-5.6072144288577155,1.1949539979992623e-21,1.4678473785213595,3116
Harvey (2017),100,-5.579158316633267,3.994008969877156e-21,1.4678473785213595,3116
Harvey (2017),100,-5.551102204408817,1.3109822753300201e-20,1.4678473785213595,3116
Harvey (2017),100,-5.5230460921843685,4.2258546050343826e-20,1.4678473785213595,3116
Harvey (2017),100,-5.49498997995992,1.3377108252656618e-19,1.4678473785213595,3116
Harvey (2017),100,-5.466933867735471,4.1585306743507774e-19,1.4678473785213595,3116
Harvey (2017),100,-5.438877755511022,1.2695434623815477e-18,1.4678473785213595,3116
Harvey (2017),100,-5.410821643286573,3.806144367425577e-18,1.4678473785213595,3116
Harvey (2017),100,-5.382765531062124,1.120606115143736e-17,1.4678473785213595,3116
Harvey (2017),100,-5.354709418837675,3.240043188566215e-17,1.4678473785213595,3116
Harvey (2017),100,-5.326653306613227,9.199807278078919e-17,1.4678473785213595,3116
Harvey (2017),100,-5.298597194388778,2.565292112227103e-16,1.4678473785213595,3116
Harvey (2017),100,-5.270541082164328,7.024657316880148e-16,1.4678473785213595,3116
Harvey (2017),100,-5.24248496993988,1.8890512776214948e-15,1.4678473785213595,3116
Harvey (2017),100,-5.214428857715431,4.988761197835906e-15,1.4678473785213595,3116
Harvey (2017),100,-5.186372745490982,1.2938148816476875e-14,1.4678473785213595,3116
Harvey (2017),100,-5.158316633266534,3.2952027160981137e-14,1.4678473785213595,3116
Harvey (2017),100,-5.130260521042084,8.241814418493853e-14,1.4678473785213595,3116
Harvey (2017),100,-5.102204408817635,2.0243909229870594e-13,1.4678473785213595,3116
Harvey (2017),100,-5.074148296593187,4.883115231385328e-13,1.4678473785213595,3116
Harvey (2017),100,-5.046092184368737,1.1567268767137182e-12,1.4678473785213595,3116
Harvey (2017),100,-5.018036072144288,2.690891613170651e-12,1.4678473785213595,3116
Harvey (2017),100,-4.98997995991984,6.147427570810047e-12,1.4678473785213595,3116
Harvey (2017),100,-4.961923847695391,1.3791860133364132e-11,1.4678473785213595,3116
Harvey (2017),100,-4.933867735470942,3.038679650557078e-11,1.4678473785213595,3116
Harvey (2017),100,-4.905811623246493,6.574763951091443e-11,1.4678473785213595,3116
Harvey (2017),100,-4.877755511022044,1.397041193071002e-10,1.4678473785213595,3116
Harvey (2017),100,-4.849699398797595,2.9152298326698517e-10,1.4678473785213595,3116
Harvey (2017),100,-4.8216432865731464,5.97409069238877e-10,1.4678473785213595,3116
Harvey (2017),100,-4.793587174348698,1.2022846349622303e-09,1.4678473785213595,3116
Harvey (2017),100,-4.765531062124248,2.376186395587206e-09,1.4678473785213595,3116
Harvey (2017),100,-4.7374749498997994,4.612038467075337e-09,1.4678473785213595,3116
Harvey (2017),100,-4.709418837675351,8.791162558599097e-09,1.4678473785213595,3116
Harvey (2017),100,-4.681362725450902,1.645670088181034e-08,1.4678473785213595,3116
Harvey (2017),100,-4.653306613226453,3.0254140118944316e-08,1.4678473785213595,3116
Harvey (2017),100,-4.625250501002004,5.462298112502135e-08,1.4678473785213595,3116
Harvey (2017),100,-4.597194388777555,9.685411236617818e-08,1.4678473785213595,3116
Harvey (2017),100,-4.569138276553106,1.6866191219522048e-07,1.4678473785213595,3116
Harvey (2017),100,-4.541082164328657,2.8845446468432984e-07,1.4678473785213595,3116
Harvey (2017),100,-4.513026052104209,4.84512240790647e-07,1.4678473785213595,3116
Harvey (2017),100,-4.484969939879759,7.99294021589144e-07,1.4678473785213595,3116
Harvey (2017),100,-4.456913827655311,1.2950636700429986e-06,1.4678473785213595,3116
Harvey (2017),100,-4.428857715430862,2.0609546671196674e-06,1.4678473785213595,3116
Harvey (2017),100,-4.400801603206412,3.221442888941007e-06,1.4678473785213595,3116
Harvey (2017),100,-4.372745490981964,4.945967788994584e-06,1.4678473785213595,3116
Harvey (2017),100,-4.344689378757515,7.459124092513106e-06,1.4678473785213595,3116
Harvey (2017),100,-4.316633266533066,1.1050453876523199e-05,1.4678473785213595,3116
Harvey (2017),100,-4.2885771543086175,1.6082440229324656e-05,1.4678473785213595,3116
Harvey (2017),100,-4.260521042084168,2.299490447248346e-05,1.4678473785213595,3116
Harvey (2017),100,-4.232464929859719,3.230373192423362e-05,1.4678473785213595,3116
Harvey (2017),100,-4.2044088176352705,4.459180673287529e-05,1.4678473785213595,3116
Harvey (2017),100,-4.176352705410822,6.0490333993686134e-05,1.4678473785213595,3116
Harvey (2017),100,-4.148296593186373,8.06494493183414e-05,1.4678473785213595,3116
Harvey (2017),100,-4.1202404809619235,0.00010569818576095378,1.4678473785213595,3116
Harvey (2017),100,-4.092184368737475,0.00013619542158398472,1.4678473785213595,3116
Harvey (2017),100,-4.064128256513026,0.00017257520096139426,1.4678473785213595,3116
Harvey (2017),100,-4.036072144288577,0.00021509153282764127,1.4678473785213595,3116
Harvey (2017),100,-4.008016032064129,0.00026376908861239175,1.4678473785213595,3116
Harvey (2017),100,-3.979959919839679,0.00031836678189260626,1.4678473785213595,3116
Harvey (2017),100,-3.9519038076152304,0.00037836073133224845,1.4678473785213595,3116
Harvey (2017),100,-3.9238476953907817,0.00044295144061538,1.4678473785213595,3116
Harvey (2017),100,-3.8957915831663326,0.0005110972497499064,1.4678473785213595,3116
Harvey (2017),100,-3.867735470941884,0.000581572541553183,1.4678473785213595,3116
Harvey (2017),100,-3.8396793587174347,0.0006530453671753208,1.4678473785213595,3116
Harvey (2017),100,-3.811623246492986,0.0007241657650475643,1.4678473785213595,3116
Harvey (2017),100,-3.783567134268537,0.000793653775838264,1.4678473785213595,3116
Harvey (2017),100,-3.755511022044088,0.0008603755449110024,1.4678473785213595,3116
Harvey (2017),100,-3.7274549098196395,0.000923397216617015,1.4678473785213595,3116
Harvey (2017),100,-3.6993987975951903,0.000982009461558037,1.4678473785213595,3116
Harvey (2017),100,-3.6713426853707416,0.001035719970840855,1.4678473785213595,3116
Harvey (2017),100,-3.6432865731462925,0.001084216345137551,1.4678473785213595,3116
Harvey (2017),100,-3.6152304609218437,0.0011273066086118207,1.4678473785213595,3116
Harvey (2017),100,-3.5871743486973946,0.0011648482425689409,1.4678473785213595,3116
Harvey (2017),100,-3.559118236472946,0.0011966785339528792,1.4678473785213595,3116
Harvey (2017),100,-3.531062124248497,0.0012225588798463827,1.4678473785213595,3116
Harvey (2017),100,-3.503006012024048,0.001242143566839641,1.4678473785213595,3116
Harvey (2017),100,-3.4749498997995993,0.0012549798692112518,1.4678473785213595,3116
Harvey (2017),100,-3.44689378757515,0.0012605417169925007,1.4678473785213595,3116
Harvey (2017),100,-3.4188376753507015,0.001258294386761989,1.4678473785213595,3116
Harvey (2017),100,-3.3907815631262523,0.001247783322060361,1.4678473785213595,3116
Harvey (2017),100,-3.3627254509018036,0.001228736804721123,1.4678473785213595,3116
Harvey (2017),100,-3.3346693386773545,0.0012011700893992752,1.4678473785213595,3116
Harvey (2017),100,-3.306613226452906,0.001165477911079357,1.4678473785213595,3116
Harvey (2017),100,-3.278557114228457,0.0011225029590305234,1.4678473785213595,3116
Harvey (2017),100,-3.250501002004008,0.0010735698542314615,1.4678473785213595,3116
Harvey (2017),100,-3.2224448897795592,0.0010204771731118284,1.4678473785213595,3116
Harvey (2017),100,-3.19438877755511,0.0009654438771513055,1.4678473785213595,3116
Harvey (2017),100,-3.1663326653306614,0.0009110108338943803,1.4678473785213595,3116
Harvey (2017),100,-3.1382765531062122,0.0008599025990786532,1.4678473785213595,3116
Harvey (2017),100,-3.1102204408817635,0.0008148588801299881,1.4678473785213595,3116
Harvey (2017),100,-3.0821643286573144,0.0007784487109530577,1.4678473785213595,3116
Harvey (2017),100,-3.0541082164328657,0.00075288295395105,1.4678473785213595,3116
Harvey (2017),100,-3.026052104208417,0.000739841996777666,1.4678473785213595,3116
Harvey (2017),100,-2.997995991983968,0.0007403352332296568,1.4678473785213595,3116
Harvey (2017),100,-2.969939879759519,0.0007546070592159038,1.4678473785213595,3116
