home_zip,median_income,ec,ec_pred_from_income,ec_residual
02748,101782,0.97139001,1.0506832557748222,-0.07929324577482222
02760,97884,1.20051,1.0293974239167691,0.17111257608323083
02762,96932,1.3489701,1.0241988318365058,0.3247712681634942
02766,109375,1.11514,1.092146396179696,0.02299360382030402
02767,100425,1.09583,1.0432730777780603,0.05255692222193975
02769,115156,1.16483,1.123714737372976,0.04111526262702414
02770,110959,1.31821,1.1007961544308904,0.2174138455691097
02771,100041,1.09271,1.0411761666868617,0.05153383331313832
02777,101703,0.99450999,1.050251860003456,-0.055741870003456095
02779,110518,1.14255,1.098387983099592,0.044162016900408
02780,63524,0.93655998,0.841767566902222,0.09479241309777797
02790,85470,0.97057998,0.9616082200466124,0.008971759953387615
02804,111014,1.11631,1.101096493259057,0.015213506740942906
02806,130455,1.2524199,1.207258077956956,0.045161822043044086
02807,72279,0.91631001,0.8895760476403582,0.02673396235964176
02808,67480,1.02773,0.8633701197063416,0.16435988029365844
02809,80727,1.16274,0.9357080916467289,0.22703190835327125
02813,86023,1.15809,0.9646279904461772,0.19346200955382287
02814,93060,1.13143,1.003054978333586,0.1283750216664139
02816,86981,1.0980099,0.9698593467622405,0.1281505532377596
02817,126402,1.14959,1.18512583667407,-0.03553583667407012
02818,109796,1.24014,1.0944453533916612,0.14569464660833886
02822,84018,1.201,0.9536792749830174,0.24732072501698266
02825,97651,1.2108001,1.0281250794265366,0.1826750205734633
02827,90192,1.1676,0.9873936736211959,0.18020632637880407
02828,82414,1.19055,0.9449203026124897,0.24562969738751028
02830,107033,1.14175,1.0793574228057707,0.062392577194229304
02831,121250,1.19516,1.1569922795338214,0.038167720466178556
02832,96951,1.13659,1.0243025852498724,0.1122874147501276
02835,120129,1.35352,1.1508708281451918,0.20264917185480824
02837,96111,1.08764,1.0197155922378753,0.0679244077621246
02838,59883,0.93263,0.8218851364776014,0.11074486352239854
02839,78477,1.09296,0.9234215032217368,0.16953849677826316
02840,77042,0.89719999,0.915585390159575,-0.018385400159575016
02842,88211,1.0638601,0.9765760151012362,0.08728408489876394
02852,96100,1.11464,1.019655524472242,0.09498447552775802
02857,104617,1.2103699,1.0661643571903126,0.14420554280968756
02859,103218,1.06631,1.0585248295429508,0.007785170457049295
02860,49357,0.68643999,0.7644057454725046,-0.07796575547250462
02861,73285,0.87243003,0.8950695178428214,-0.022639487842821437
02863,40235,0.51428002,0.714593185644603,-0.200313165644603
02864,104975,1.10409,1.0681192899263778,0.03597071007362218
02865,103934,1.04101,1.0624346950150816,-0.021424695015081596
02871,104677,1.21152,1.0664919995483122,0.14502800045168773
02874,124471,1.28412,1.1745812134524434,0.10953878654755655
02878,85522,1.07199,0.9618921767568789,0.11009782324312112
02879,102397,1.23761,1.0540415899443203,0.1835684100556798
02881,72466,1.235,0.8905971996561243,0.3444028003438758
02882,83502,1.27171,0.9508615507042193,0.3208484492957806
02885,75755,1.06496,0.9085574615804795,0.15640253841952045
02886,75404,1.0355,0.9066407537861807,0.1288592462138194
02888,78269,1.0003999,0.9222856763806708,0.07811422361932907
02889,79274,1.02855,0.9277736858771672,0.10077631412283283
02891,82331,1.09499,0.9444670640172567,0.15052293598274324
02892,118542,1.27694,1.1422046877760974,0.13473531222390256
02893,62649,0.9404,0.8369894491813917,0.10341055081860828
02895,48882,0.75765002,0.7618119101383396,-0.0041618901383395634
02896,95595,1.15448,1.0168978679590772,0.13758213204092273
02898,86122,1.15589,0.9651686003368768,0.1907213996631233
02903,50966,0.90272999,0.7731920213728657,0.1295379686271343
02904,56139,0.80198002,0.8014402533384144,0.0005397666615856167
02905,45594,0.65713,0.743857108919951,-0.08672710891995106
02906,93341,1.1568,1.0045894367102184,0.15221056328978166
02907,39522,0.54993999,0.7106997022903722,-0.16075971229037211
02908,63775,0.64572001,0.8431382040998545,-0.1974181940998545
02909,52232,0.54685003,0.7801052751266613,-0.2332552451266613
02910,77951,0.88392001,0.9205491718832719,-0.03662916188327192
02911,69306,0.94306999,0.8733413688014686,0.0697286211985314
02914,51513,0.88101,0.7761790275366305,0.10483097246336948
02915,76385,1.05883,0.9119977063394773,0.14683229366052264
02916,85025,0.99615997,0.9591782058914473,0.036981764108552695
02917,92440,1.11629,0.9996693406342547,0.11662065936574528
02919,76592,0.96754003,0.9131280724745766,0.05441195752542338
02920,68794,0.88564003,0.870545487346537,0.015094542653462995
02921,112767,1.15663,1.1106691108186175,0.045960889181382525
03031,142083,1.34671,1.2707551669373156,0.07595483306268447
03032,127330,1.36933,1.1901933718111335,0.17913662818886644
03033,150893,1.40529,1.3188639865036182,0.08642601349638168
03034,106868,1.23366,1.0784564063212714,0.1552035936787286
03037,111833,1.34707,1.105568811445754,0.24150118855424596
03038,84819,1.34685,0.9580533004623146,0.3887966995376855
03042,88671,1.36338,0.9790879398459013,0.3842920601540988
03044,116944,1.38931,1.1334784796413697,0.2558315203586303
03045,100751,1.28251,1.0450532679231925,0.2374567320768075
03046,136548,1.33288,1.2405301594118348,0.09234984058816531
03048,80761,1.2038701,0.9358937556495954,0.2679763443504046
03049,144514,1.31601,1.2840301431422738,0.031979856857726086
03051,112285,1.19283,1.1080370505426858,0.0847929494573143
03052,122139,1.29873,1.1618468471381849,0.13688315286181507
