threshold_m,metric,x,density
1,clust,0.3885771543086172,0.0
1,clust,0.3899799599198397,0.0
1,clust,0.3913827655310621,0.0
1,clust,0.3927855711422846,0.0
1,clust,0.394188376753507,0.0
1,clust,0.39559118236472945,0.0
1,clust,0.3969939879759519,0.0
1,clust,0.39839679358717434,0.0
1,clust,0.3997995991983968,0.0
1,clust,0.4012024048096192,0.0
1,clust,0.4026052104208417,0.0
1,clust,0.4040080160320641,0.0
1,clust,0.40541082164328657,0.0
1,clust,0.40681362725450904,0.0
1,clust,0.40821643286573145,0.0
1,clust,0.4096192384769539,0.0
1,clust,0.41102204408817633,0.0
1,clust,0.4124248496993988,0.0
1,clust,0.4138276553106212,0.0
1,clust,0.4152304609218437,0.0
1,clust,0.41663326653306615,0.0
1,clust,0.41803607214428856,0.0
1,clust,0.41943887775551103,0.0
1,clust,0.42084168336673344,0.0
1,clust,0.4222444889779559,0.0
1,clust,0.4236472945891783,0.0
1,clust,0.4250501002004008,0.0
1,clust,0.42645290581162326,0.0
1,clust,0.4278557114228457,0.0
1,clust,0.42925851703406814,0.0
1,clust,0.43066132264529056,0.0
1,clust,0.432064128256513,0.0
1,clust,0.43346693386773544,0.0
1,clust,0.4348697394789579,0.0
1,clust,0.4362725450901804,0.0
1,clust,0.4376753507014028,0.0
1,clust,0.43907815631262526,0.0
1,clust,0.44048096192384767,0.0
1,clust,0.44188376753507014,0.0
1,clust,0.44328657314629255,0.0
1,clust,0.444689378757515,0.0
1,clust,0.4460921843687375,0.0
1,clust,0.4474949899799599,0.0
1,clust,0.44889779559118237,0.0
1,clust,0.4503006012024048,0.0
1,clust,0.45170340681362725,0.0
1,clust,0.45310621242484966,0.0
1,clust,0.45450901803607213,0.0
1,clust,0.4559118236472946,0.0
1,clust,0.457314629258517,0.0
1,clust,0.4587174348697395,0.0
1,clust,0.4601202404809619,0.0
1,clust,0.46152304609218436,0.0
1,clust,0.4629258517034068,0.0
1,clust,0.46432865731462925,0.0
1,clust,0.4657314629258517,0.0
1,clust,0.4671342685370741,0.0
1,clust,0.4685370741482966,0.0
1,clust,0.469939879759519,0.0
1,clust,0.4713426853707415,0.0
1,clust,0.47274549098196395,0.0
1,clust,0.47414829659318636,0.0
