disaster,home_zip,int_bin
Irma (2017),33139,Gale-force (50–63kt)
Irma (2017),33313,Gale-force (50–63kt)
Irma (2017),33511,Hurricane-force (>=64kt)
Irma (2017),34681,Gale-force (50–63kt)
Irma (2017),32176,Gale-force (50–63kt)
Irma (2017),34654,Hurricane-force (>=64kt)
Irma (2017),33805,Hurricane-force (>=64kt)
Irma (2017),33332,Hurricane-force (>=64kt)
Irma (2017),33137,Gale-force (50–63kt)
Irma (2017),33142,Gale-force (50–63kt)
Irma (2017),34677,Gale-force (50–63kt)
Irma (2017),32640,Gale-force (50–63kt)
Irma (2017),33146,Gale-force (50–63kt)
Irma (2017),32508,No TS winds (<34kt)
Irma (2017),33851,Gale-force (50–63kt)
Irma (2017),31643,Gale-force (50–63kt)
Irma (2017),33476,Hurricane-force (>=64kt)
Irma (2017),32681,Gale-force (50–63kt)
Irma (2017),32079,Gale-force (50–63kt)
Irma (2017),31626,Gale-force (50–63kt)
Irma (2017),33109,Gale-force (50–63kt)
Irma (2017),32410,Tropical-storm (34–49kt)
Irma (2017),33493,Hurricane-force (>=64kt)
Florence (2018),28424,Gale-force (50–63kt)
Florence (2018),29368,No TS winds (<34kt)
Michael (2018),32217,No TS winds (<34kt)
Michael (2018),32221,No TS winds (<34kt)
Michael (2018),32277,No TS winds (<34kt)
Michael (2018),32503,Tropical-storm (34–49kt)
Michael (2018),32701,No TS winds (<34kt)
Michael (2018),33060,No TS winds (<34kt)
Michael (2018),33169,No TS winds (<34kt)
Michael (2018),33565,No TS winds (<34kt)
Michael (2018),33615,No TS winds (<34kt)
Michael (2018),34235,No TS winds (<34kt)
Michael (2018),34275,No TS winds (<34kt)
Michael (2018),34450,No TS winds (<34kt)
Michael (2018),34614,No TS winds (<34kt)
Michael (2018),34655,No TS winds (<34kt)
Michael (2018),34715,No TS winds (<34kt)
Michael (2018),27012,No TS winds (<34kt)
Michael (2018),28306,Tropical-storm (34–49kt)
Michael (2018),28460,Gale-force (50–63kt)
Michael (2018),32205,No TS winds (<34kt)
Michael (2018),33132,No TS winds (<34kt)
Michael (2018),33316,No TS winds (<34kt)
Michael (2018),33873,No TS winds (<34kt)
Michael (2018),34688,No TS winds (<34kt)
Michael (2018),36532,No TS winds (<34kt)
Michael (2018),28129,No TS winds (<34kt)
Michael (2018),28134,No TS winds (<34kt)
Michael (2018),28310,Tropical-storm (34–49kt)
Michael (2018),28315,Tropical-storm (34–49kt)
Michael (2018),29566,Tropical-storm (34–49kt)
Michael (2018),32129,No TS winds (<34kt)
Michael (2018),33139,No TS winds (<34kt)
Michael (2018),33428,No TS winds (<34kt)
Michael (2018),33613,No TS winds (<34kt)
Michael (2018),33713,No TS winds (<34kt)
Michael (2018),34231,No TS winds (<34kt)
Michael (2018),34761,No TS winds (<34kt)
Michael (2018),27020,No TS winds (<34kt)
Michael (2018),27311,No TS winds (<34kt)
Michael (2018),28204,No TS winds (<34kt)
Michael (2018),28590,Gale-force (50–63kt)
Michael (2018),32336,Tropical-storm (34–49kt)
Michael (2018),32507,Tropical-storm (34–49kt)
Michael (2018),33544,No TS winds (<34kt)
Michael (2018),27530,Tropical-storm (34–49kt)
Michael (2018),27932,Gale-force (50–63kt)
Michael (2018),32803,No TS winds (<34kt)
Michael (2018),32909,No TS winds (<34kt)
Michael (2018),34613,No TS winds (<34kt)
Michael (2018),36618,No TS winds (<34kt)
Michael (2018),27215,No TS winds (<34kt)
Michael (2018),28212,No TS winds (<34kt)
Michael (2018),28650,No TS winds (<34kt)
Michael (2018),32009,No TS winds (<34kt)
Michael (2018),32212,No TS winds (<34kt)
Michael (2018),33039,No TS winds (<34kt)
Michael (2018),33147,No TS winds (<34kt)
Michael (2018),34269,No TS winds (<34kt)
Michael (2018),33016,No TS winds (<34kt)
Michael (2018),33069,No TS winds (<34kt)
Michael (2018),36502,No TS winds (<34kt)
Michael (2018),27511,No TS winds (<34kt)
Michael (2018),28457,Tropical-storm (34–49kt)
Michael (2018),33709,No TS winds (<34kt)
Michael (2018),28768,No TS winds (<34kt)
Michael (2018),33534,No TS winds (<34kt)
Michael (2018),33955,No TS winds (<34kt)
Michael (2018),33982,No TS winds (<34kt)
Michael (2018),27608,No TS winds (<34kt)
Michael (2018),34113,No TS winds (<34kt)
Michael (2018),34714,No TS winds (<34kt)
Michael (2018),28692,No TS winds (<34kt)
Michael (2018),28778,No TS winds (<34kt)
Michael (2018),32440,Gale-force (50–63kt)
Michael (2018),32577,Tropical-storm (34–49kt)
Michael (2018),32424,Hurricane-force (>=64kt)
Michael (2018),32502,Tropical-storm (34–49kt)
Michael (2018),27518,No TS winds (<34kt)
Michael (2018),28428,Tropical-storm (34–49kt)
Michael (2018),28615,No TS winds (<34kt)
Michael (2018),33592,No TS winds (<34kt)
Michael (2018),32764,No TS winds (<34kt)
Michael (2018),33973,No TS winds (<34kt)
Michael (2018),27023,No TS winds (<34kt)
Michael (2018),27298,No TS winds (<34kt)
Michael (2018),27341,Tropical-storm (34–49kt)
Michael (2018),27581,No TS winds (<34kt)
Michael (2018),28456,Tropical-storm (34–49kt)
Michael (2018),27043,No TS winds (<34kt)
Michael (2018),28523,Gale-force (50–63kt)
Michael (2018),32667,No TS winds (<34kt)
Michael (2018),27569,Tropical-storm (34–49kt)
Michael (2018),27046,No TS winds (<34kt)
Michael (2018),36320,Gale-force (50–63kt)
Michael (2018),27024,No TS winds (<34kt)
Michael (2018),28905,No TS winds (<34kt)
Michael (2018),32083,No TS winds (<34kt)
Michael (2018),33857,No TS winds (<34kt)
Michael (2018),29712,No TS winds (<34kt)
Michael (2018),28318,Tropical-storm (34–49kt)
Michael (2018),28433,Tropical-storm (34–49kt)
Michael (2018),34289,No TS winds (<34kt)
Michael (2018),33786,No TS winds (<34kt)
Michael (2018),32658,No TS winds (<34kt)
Michael (2018),28007,No TS winds (<34kt)
Michael (2018),30562,No TS winds (<34kt)
Michael (2018),30537,No TS winds (<34kt)
Michael (2018),28684,No TS winds (<34kt)
Michael (2018),27379,No TS winds (<34kt)
Michael (2018),27897,Gale-force (50–63kt)
Michael (2018),27957,Gale-force (50–63kt)
Michael (2018),32426,Gale-force (50–63kt)
Michael (2018),27922,Gale-force (50–63kt)
Michael (2018),27291,No TS winds (<34kt)
Michael (2018),33521,No TS winds (<34kt)
Michael (2018),24529,Tropical-storm (34–49kt)
Michael (2018),32697,No TS winds (<34kt)
Michael (2018),34101,No TS winds (<34kt)
Michael (2018),23851,Tropical-storm (34–49kt)
Michael (2018),24580,Tropical-storm (34–49kt)
Michael (2018),27861,Gale-force (50–63kt)
Michael (2018),28671,No TS winds (<34kt)
Michael (2018),31569,Tropical-storm (34–49kt)
Michael (2018),24069,No TS winds (<34kt)
Michael (2018),28019,No TS winds (<34kt)
Harvey (2017),70663,No TS winds (<34kt)
Harvey (2017),75068,No TS winds (<34kt)
Harvey (2017),75071,No TS winds (<34kt)
Harvey (2017),75115,No TS winds (<34kt)
Harvey (2017),76063,No TS winds (<34kt)
Harvey (2017),76310,No TS winds (<34kt)
Harvey (2017),75078,No TS winds (<34kt)
Harvey (2017),75114,No TS winds (<34kt)
Harvey (2017),75684,No TS winds (<34kt)
Harvey (2017),78210,Tropical-storm (34–49kt)
Harvey (2017),78232,Tropical-storm (34–49kt)
Harvey (2017),75001,No TS winds (<34kt)
Harvey (2017),75089,No TS winds (<34kt)
Harvey (2017),77098,Tropical-storm (34–49kt)
Harvey (2017),77362,Tropical-storm (34–49kt)
Harvey (2017),75039,No TS winds (<34kt)
Harvey (2017),76034,No TS winds (<34kt)
Harvey (2017),77708,No TS winds (<34kt)
Harvey (2017),75043,No TS winds (<34kt)
Harvey (2017),77461,Tropical-storm (34–49kt)
Harvey (2017),77545,Tropical-storm (34–49kt)
Harvey (2017),78728,No TS winds (<34kt)
Harvey (2017),76086,No TS winds (<34kt)
Harvey (2017),77365,Tropical-storm (34–49kt)
Harvey (2017),77575,No TS winds (<34kt)
Harvey (2017),78155,Tropical-storm (34–49kt)
Harvey (2017),78801,No TS winds (<34kt)
Harvey (2017),75949,No TS winds (<34kt)
Harvey (2017),76020,No TS winds (<34kt)
Harvey (2017),77002,Tropical-storm (34–49kt)
Harvey (2017),77354,Tropical-storm (34–49kt)
Harvey (2017),77375,Tropical-storm (34–49kt)
Harvey (2017),77494,Tropical-storm (34–49kt)
Harvey (2017),77514,No TS winds (<34kt)
Harvey (2017),78124,Tropical-storm (34–49kt)
Harvey (2017),79851,No TS winds (<34kt)
Harvey (2017),73443,No TS winds (<34kt)
Harvey (2017),75570,No TS winds (<34kt)
Harvey (2017),78109,Tropical-storm (34–49kt)
Harvey (2017),79925,No TS winds (<34kt)
Harvey (2017),75605,No TS winds (<34kt)
Harvey (2017),75670,No TS winds (<34kt)
Harvey (2017),77081,Tropical-storm (34–49kt)
Harvey (2017),77090,Tropical-storm (34–49kt)
Harvey (2017),78238,No TS winds (<34kt)
Harvey (2017),78362,Hurricane-force (>=64kt)
Harvey (2017),79382,No TS winds (<34kt)
Harvey (2017),75771,No TS winds (<34kt)
Harvey (2017),76201,No TS winds (<34kt)
Harvey (2017),76520,Tropical-storm (34–49kt)
Harvey (2017),77598,Tropical-storm (34–49kt)
Harvey (2017),78541,No TS winds (<34kt)
Harvey (2017),78582,No TS winds (<34kt)
Harvey (2017),78645,No TS winds (<34kt)
Harvey (2017),76834,No TS winds (<34kt)
Harvey (2017),78239,Tropical-storm (34–49kt)
Harvey (2017),78577,No TS winds (<34kt)
Harvey (2017),76110,No TS winds (<34kt)
Harvey (2017),76554,Tropical-storm (34–49kt)
Harvey (2017),75254,No TS winds (<34kt)
Harvey (2017),75454,No TS winds (<34kt)
Harvey (2017),79410,No TS winds (<34kt)
Harvey (2017),77498,Tropical-storm (34–49kt)
Harvey (2017),70668,No TS winds (<34kt)
Harvey (2017),75212,No TS winds (<34kt)
Harvey (2017),76632,Tropical-storm (34–49kt)
Harvey (2017),79401,No TS winds (<34kt)
Harvey (2017),75568,No TS winds (<34kt)
Harvey (2017),76667,No TS winds (<34kt)
Harvey (2017),78656,Tropical-storm (34–49kt)
Harvey (2017),76351,No TS winds (<34kt)
Harvey (2017),79749,No TS winds (<34kt)
Harvey (2017),78019,No TS winds (<34kt)
Harvey (2017),77446,Tropical-storm (34–49kt)
Harvey (2017),71060,No TS winds (<34kt)
Harvey (2017),75969,No TS winds (<34kt)
Harvey (2017),78616,Tropical-storm (34–49kt)
Harvey (2017),79059,No TS winds (<34kt)
Harvey (2017),75158,No TS winds (<34kt)
Harvey (2017),76638,No TS winds (<34kt)
Harvey (2017),77547,Tropical-storm (34–49kt)
Harvey (2017),75476,No TS winds (<34kt)
Harvey (2017),78631,No TS winds (<34kt)
Harvey (2017),71462,No TS winds (<34kt)
Harvey (2017),76436,No TS winds (<34kt)
Harvey (2017),76704,Tropical-storm (34–49kt)
Harvey (2017),77835,Tropical-storm (34–49kt)
Harvey (2017),79104,No TS winds (<34kt)
Harvey (2017),79908,No TS winds (<34kt)
Harvey (2017),88252,No TS winds (<34kt)
Harvey (2017),79041,No TS winds (<34kt)
Harvey (2017),75251,No TS winds (<34kt)
Harvey (2017),76372,No TS winds (<34kt)
Harvey (2017),79366,No TS winds (<34kt)
Harvey (2017),75490,No TS winds (<34kt)
Harvey (2017),76636,No TS winds (<34kt)
Harvey (2017),78208,Tropical-storm (34–49kt)
Harvey (2017),79839,No TS winds (<34kt)
Harvey (2017),76649,No TS winds (<34kt)
Harvey (2017),76433,No TS winds (<34kt)
Harvey (2017),79738,No TS winds (<34kt)
Harvey (2017),75021,No TS winds (<34kt)
Harvey (2017),79010,No TS winds (<34kt)
Harvey (2017),79322,No TS winds (<34kt)
Harvey (2017),71007,No TS winds (<34kt)
Harvey (2017),75144,No TS winds (<34kt)
Harvey (2017),76466,No TS winds (<34kt)
Harvey (2017),76878,No TS winds (<34kt)
Harvey (2017),79031,No TS winds (<34kt)
Harvey (2017),78662,Tropical-storm (34–49kt)
Harvey (2017),79853,No TS winds (<34kt)
Harvey (2017),75556,No TS winds (<34kt)
Harvey (2017),79377,No TS winds (<34kt)
Harvey (2017),76518,Tropical-storm (34–49kt)
Harvey (2017),78022,Tropical-storm (34–49kt)
Harvey (2017),76481,No TS winds (<34kt)
Harvey (2017),75631,No TS winds (<34kt)
Harvey (2017),78113,Tropical-storm (34–49kt)
Harvey (2017),77873,Tropical-storm (34–49kt)
Harvey (2017),75554,No TS winds (<34kt)
Harvey (2017),73530,No TS winds (<34kt)
Harvey (2017),76454,No TS winds (<34kt)
Harvey (2017),78615,Tropical-storm (34–49kt)
Harvey (2017),75127,No TS winds (<34kt)
Harvey (2017),78152,Tropical-storm (34–49kt)
Harvey (2017),73562,No TS winds (<34kt)
Harvey (2017),79248,No TS winds (<34kt)
Harvey (2017),75477,No TS winds (<34kt)
Harvey (2017),74741,No TS winds (<34kt)
Harvey (2017),79530,No TS winds (<34kt)
Harvey (2017),79561,No TS winds (<34kt)
Harvey (2017),79543,No TS winds (<34kt)
Harvey (2017),77374,No TS winds (<34kt)
Harvey (2017),79259,No TS winds (<34kt)
Harvey (2017),78144,Gale-force (50–63kt)
Harvey (2017),76685,Tropical-storm (34–49kt)
Harvey (2017),71853,No TS winds (<34kt)
Harvey (2017),75937,No TS winds (<34kt)
Harvey (2017),76820,No TS winds (<34kt)
Harvey (2017),71029,No TS winds (<34kt)
Harvey (2017),79699,No TS winds (<34kt)
Harvey (2017),76953,No TS winds (<34kt)
Harvey (2017),79251,No TS winds (<34kt)
Harvey (2017),75779,No TS winds (<34kt)
Harvey (2017),88436,No TS winds (<34kt)
Harvey (2017),76469,No TS winds (<34kt)
Imelda (2019),75149,No TS winds (<34kt)
Imelda (2019),76120,No TS winds (<34kt)
Imelda (2019),76148,No TS winds (<34kt)
Imelda (2019),77098,No TS winds (<34kt)
Imelda (2019),77316,No TS winds (<34kt)
Imelda (2019),77340,No TS winds (<34kt)
Imelda (2019),77357,No TS winds (<34kt)
Imelda (2019),77469,No TS winds (<34kt)
Imelda (2019),77840,No TS winds (<34kt)
Imelda (2019),77845,No TS winds (<34kt)
Imelda (2019),78108,No TS winds (<34kt)
Imelda (2019),78605,No TS winds (<34kt)
Imelda (2019),78620,No TS winds (<34kt)
Imelda (2019),78747,No TS winds (<34kt)
Imelda (2019),79915,No TS winds (<34kt)
Imelda (2019),76021,No TS winds (<34kt)
Imelda (2019),77802,No TS winds (<34kt)
Imelda (2019),78209,No TS winds (<34kt)
Imelda (2019),74701,No TS winds (<34kt)
Imelda (2019),75056,No TS winds (<34kt)
Imelda (2019),76134,No TS winds (<34kt)
Imelda (2019),78211,No TS winds (<34kt)
Imelda (2019),75238,No TS winds (<34kt)
Imelda (2019),76087,No TS winds (<34kt)
Imelda (2019),76825,No TS winds (<34kt)
Imelda (2019),78229,No TS winds (<34kt)
Imelda (2019),75979,No TS winds (<34kt)
Imelda (2019),76450,No TS winds (<34kt)
Imelda (2019),77009,No TS winds (<34kt)
Imelda (2019),77632,No TS winds (<34kt)
Imelda (2019),78336,No TS winds (<34kt)
Imelda (2019),75407,No TS winds (<34kt)
Imelda (2019),76905,No TS winds (<34kt)
Imelda (2019),78611,No TS winds (<34kt)
Imelda (2019),75203,No TS winds (<34kt)
Imelda (2019),75567,No TS winds (<34kt)
Imelda (2019),79520,No TS winds (<34kt)
Imelda (2019),75075,No TS winds (<34kt)
Imelda (2019),75423,No TS winds (<34kt)
Imelda (2019),77071,No TS winds (<34kt)
Imelda (2019),77358,No TS winds (<34kt)
Imelda (2019),78566,No TS winds (<34kt)
Imelda (2019),78704,No TS winds (<34kt)
Imelda (2019),77067,No TS winds (<34kt)
Imelda (2019),77701,No TS winds (<34kt)
Imelda (2019),79761,No TS winds (<34kt)
Imelda (2019),75054,No TS winds (<34kt)
Imelda (2019),79907,No TS winds (<34kt)
Imelda (2019),79934,No TS winds (<34kt)
Imelda (2019),78052,No TS winds (<34kt)
Imelda (2019),75570,No TS winds (<34kt)
Imelda (2019),77562,No TS winds (<34kt)
Imelda (2019),79902,No TS winds (<34kt)
Imelda (2019),71853,No TS winds (<34kt)
Imelda (2019),76449,No TS winds (<34kt)
Imelda (2019),75041,No TS winds (<34kt)
Imelda (2019),78578,No TS winds (<34kt)
Imelda (2019),75785,No TS winds (<34kt)
Imelda (2019),77033,No TS winds (<34kt)
Imelda (2019),71446,No TS winds (<34kt)
Imelda (2019),78745,No TS winds (<34kt)
Imelda (2019),76018,No TS winds (<34kt)
Imelda (2019),76117,No TS winds (<34kt)
Imelda (2019),78736,No TS winds (<34kt)
Imelda (2019),77983,No TS winds (<34kt)
Imelda (2019),78140,No TS winds (<34kt)
Imelda (2019),76106,No TS winds (<34kt)
Imelda (2019),75223,No TS winds (<34kt)
Imelda (2019),79849,No TS winds (<34kt)
Imelda (2019),78501,No TS winds (<34kt)
Imelda (2019),77995,No TS winds (<34kt)
Imelda (2019),75436,No TS winds (<34kt)
Imelda (2019),76853,No TS winds (<34kt)
Imelda (2019),88081,No TS winds (<34kt)
Imelda (2019),75860,No TS winds (<34kt)
Imelda (2019),77613,No TS winds (<34kt)
Imelda (2019),77960,No TS winds (<34kt)
Imelda (2019),79734,No TS winds (<34kt)
Imelda (2019),79842,No TS winds (<34kt)
Imelda (2019),75929,No TS winds (<34kt)
Imelda (2019),75422,No TS winds (<34kt)
Imelda (2019),75472,No TS winds (<34kt)
Imelda (2019),78124,No TS winds (<34kt)
Irma (2017),33945,Gale-force (50–63kt)
Imelda (2019),78563,No TS winds (<34kt)
Imelda (2019),78932,No TS winds (<34kt)
Imelda (2019),75954,No TS winds (<34kt)
Imelda (2019),77507,No TS winds (<34kt)
Imelda (2019),76870,No TS winds (<34kt)
Imelda (2019),78657,No TS winds (<34kt)
Imelda (2019),78235,No TS winds (<34kt)
Imelda (2019),76470,No TS winds (<34kt)
Imelda (2019),78948,No TS winds (<34kt)
Imelda (2019),75925,No TS winds (<34kt)
Imelda (2019),79356,No TS winds (<34kt)
Imelda (2019),79505,No TS winds (<34kt)
Imelda (2019),79001,No TS winds (<34kt)
Imelda (2019),76538,No TS winds (<34kt)
Imelda (2019),73456,No TS winds (<34kt)
Imelda (2019),75708,No TS winds (<34kt)
Imelda (2019),76250,No TS winds (<34kt)
Imelda (2019),78141,No TS winds (<34kt)
Imelda (2019),75861,No TS winds (<34kt)
Imelda (2019),70652,No TS winds (<34kt)
Imelda (2019),76511,No TS winds (<34kt)
Imelda (2019),71030,No TS winds (<34kt)
Imelda (2019),77050,No TS winds (<34kt)
Imelda (2019),76649,No TS winds (<34kt)
Imelda (2019),79257,No TS winds (<34kt)
Imelda (2019),71044,No TS winds (<34kt)
Imelda (2019),75477,No TS winds (<34kt)
Imelda (2019),71462,No TS winds (<34kt)
Imelda (2019),77990,No TS winds (<34kt)
Imelda (2019),79062,No TS winds (<34kt)
Imelda (2019),75764,No TS winds (<34kt)
Imelda (2019),76930,No TS winds (<34kt)
Imelda (2019),75450,No TS winds (<34kt)
Imelda (2019),77466,No TS winds (<34kt)
Imelda (2019),73521,No TS winds (<34kt)
Imelda (2019),78870,No TS winds (<34kt)
Imelda (2019),79530,No TS winds (<34kt)
Imelda (2019),76429,No TS winds (<34kt)
Imelda (2019),78585,No TS winds (<34kt)
Imelda (2019),75784,No TS winds (<34kt)
Imelda (2019),79244,No TS winds (<34kt)
Imelda (2019),78150,No TS winds (<34kt)
Imelda (2019),76077,No TS winds (<34kt)
Imelda (2019),79314,No TS winds (<34kt)
Imelda (2019),78335,No TS winds (<34kt)
Imelda (2019),76882,No TS winds (<34kt)
Imelda (2019),79003,No TS winds (<34kt)
Imelda (2019),78330,No TS winds (<34kt)
Imelda (2019),78677,No TS winds (<34kt)
Imelda (2019),76842,No TS winds (<34kt)
Imelda (2019),76824,No TS winds (<34kt)
Imelda (2019),78338,No TS winds (<34kt)
Imelda (2019),88112,No TS winds (<34kt)
Imelda (2019),78535,No TS winds (<34kt)
Imelda (2019),73843,No TS winds (<34kt)
Imelda (2019),79738,No TS winds (<34kt)
Imelda (2019),76263,No TS winds (<34kt)
Imelda (2019),77428,No TS winds (<34kt)
Florence (2018),28052,No TS winds (<34kt)
Florence (2018),28211,Tropical-storm (34–49kt)
Florence (2018),32114,No TS winds (<34kt)
Florence (2018),32725,No TS winds (<34kt)
Florence (2018),33054,No TS winds (<34kt)
Florence (2018),33154,No TS winds (<34kt)
Florence (2018),33187,No TS winds (<34kt)
Florence (2018),33324,No TS winds (<34kt)
Florence (2018),34431,No TS winds (<34kt)
Florence (2018),34452,No TS winds (<34kt)
Florence (2018),34652,No TS winds (<34kt)
Florence (2018),34748,No TS winds (<34kt)
Florence (2018),34759,No TS winds (<34kt)
Florence (2018),34787,No TS winds (<34kt)
Florence (2018),27573,No TS winds (<34kt)
Florence (2018),28590,Gale-force (50–63kt)
Florence (2018),32131,No TS winds (<34kt)
Florence (2018),32607,No TS winds (<34kt)
Florence (2018),33056,No TS winds (<34kt)
Florence (2018),33406,No TS winds (<34kt)
Florence (2018),33426,No TS winds (<34kt)
Florence (2018),33442,No TS winds (<34kt)
Florence (2018),33471,No TS winds (<34kt)
Florence (2018),33713,No TS winds (<34kt)
Florence (2018),33982,No TS winds (<34kt)
Florence (2018),34219,No TS winds (<34kt)
Florence (2018),34471,No TS winds (<34kt)
Florence (2018),34984,No TS winds (<34kt)
Florence (2018),32309,No TS winds (<34kt)
Florence (2018),32322,No TS winds (<34kt)
Florence (2018),33435,No TS winds (<34kt)
Florence (2018),33605,No TS winds (<34kt)
Florence (2018),34238,No TS winds (<34kt)
Florence (2018),28127,Tropical-storm (34–49kt)
Florence (2018),29349,No TS winds (<34kt)
Florence (2018),32137,No TS winds (<34kt)
Florence (2018),32578,No TS winds (<34kt)
Florence (2018),32830,No TS winds (<34kt)
Florence (2018),33009,No TS winds (<34kt)
Florence (2018),33026,No TS winds (<34kt)
Florence (2018),33621,No TS winds (<34kt)
Florence (2018),34235,No TS winds (<34kt)
Florence (2018),34442,No TS winds (<34kt)
Florence (2018),27052,No TS winds (<34kt)
Florence (2018),28124,Tropical-storm (34–49kt)
Florence (2018),28384,Gale-force (50–63kt)
Florence (2018),32091,No TS winds (<34kt)
Florence (2018),32606,No TS winds (<34kt)
Florence (2018),32712,No TS winds (<34kt)
Florence (2018),33032,No TS winds (<34kt)
Florence (2018),33763,No TS winds (<34kt)
Florence (2018),34142,No TS winds (<34kt)
Florence (2018),36608,No TS winds (<34kt)
Florence (2018),28396,Tropical-storm (34–49kt)
Florence (2018),33129,No TS winds (<34kt)
Florence (2018),33455,No TS winds (<34kt)
Florence (2018),27027,No TS winds (<34kt)
Florence (2018),27301,No TS winds (<34kt)
Florence (2018),27865,Gale-force (50–63kt)
Florence (2018),32425,No TS winds (<34kt)
Florence (2018),33618,No TS winds (<34kt)
Florence (2018),27932,Tropical-storm (34–49kt)
Florence (2018),32320,No TS winds (<34kt)
Florence (2018),34135,No TS winds (<34kt)
Florence (2018),34479,No TS winds (<34kt)
Florence (2018),27313,No TS winds (<34kt)
Florence (2018),27852,Gale-force (50–63kt)
Florence (2018),28510,Hurricane-force (>=64kt)
Florence (2018),32134,No TS winds (<34kt)
Florence (2018),32177,No TS winds (<34kt)
Florence (2018),27521,Tropical-storm (34–49kt)
Florence (2018),28470,Hurricane-force (>=64kt)
Florence (2018),33004,No TS winds (<34kt)
Florence (2018),33865,No TS winds (<34kt)
Florence (2018),27589,Tropical-storm (34–49kt)
Florence (2018),27869,Tropical-storm (34–49kt)
Florence (2018),36530,No TS winds (<34kt)
Florence (2018),32052,No TS winds (<34kt)
Florence (2018),36619,No TS winds (<34kt)
Florence (2018),27855,Tropical-storm (34–49kt)
Florence (2018),27920,Gale-force (50–63kt)
Florence (2018),32330,No TS winds (<34kt)
Florence (2018),33541,No TS winds (<34kt)
Florence (2018),33976,No TS winds (<34kt)
Florence (2018),28395,Tropical-storm (34–49kt)
Florence (2018),34753,No TS winds (<34kt)
Florence (2018),27864,Gale-force (50–63kt)
Florence (2018),27022,No TS winds (<34kt)
Florence (2018),33514,No TS winds (<34kt)
Florence (2018),27959,Tropical-storm (34–49kt)
Florence (2018),28119,Tropical-storm (34–49kt)
Florence (2018),27503,Tropical-storm (34–49kt)
Florence (2018),27979,Tropical-storm (34–49kt)
Florence (2018),29512,Tropical-storm (34–49kt)
Florence (2018),27823,Tropical-storm (34–49kt)
Florence (2018),28643,No TS winds (<34kt)
Florence (2018),36512,No TS winds (<34kt)
Florence (2018),24586,No TS winds (<34kt)
Florence (2018),39815,No TS winds (<34kt)
Florence (2018),27212,No TS winds (<34kt)
Florence (2018),32410,No TS winds (<34kt)
Florence (2018),33001,No TS winds (<34kt)
Florence (2018),28369,Gale-force (50–63kt)
Florence (2018),28308,Tropical-storm (34–49kt)
Florence (2018),23893,No TS winds (<34kt)
Florence (2018),24333,No TS winds (<34kt)
Florence (2018),27982,Tropical-storm (34–49kt)
Florence (2018),24069,No TS winds (<34kt)
Florence (2018),33109,No TS winds (<34kt)
Florence (2018),27582,No TS winds (<34kt)
Florence (2018),36615,No TS winds (<34kt)
Florence (2018),27847,Tropical-storm (34–49kt)
Florence (2018),23851,Tropical-storm (34–49kt)
Florence (2018),37333,No TS winds (<34kt)
Florence (2018),27825,Gale-force (50–63kt)
Florence (2018),28007,Tropical-storm (34–49kt)
Florence (2018),23845,No TS winds (<34kt)
Irma (2017),33177,Gale-force (50–63kt)
Irma (2017),33178,Gale-force (50–63kt)
Irma (2017),33179,Gale-force (50–63kt)
Irma (2017),33405,Gale-force (50–63kt)
Irma (2017),33413,Gale-force (50–63kt)
Irma (2017),33615,Gale-force (50–63kt)
Irma (2017),34491,Gale-force (50–63kt)
Irma (2017),34613,Hurricane-force (>=64kt)
Irma (2017),34974,Hurricane-force (>=64kt)
Irma (2017),32205,Gale-force (50–63kt)
Irma (2017),32401,Tropical-storm (34–49kt)
Irma (2017),32404,Tropical-storm (34–49kt)
Irma (2017),32766,Gale-force (50–63kt)
Irma (2017),33157,Gale-force (50–63kt)
Irma (2017),33462,Gale-force (50–63kt)
Irma (2017),34287,Hurricane-force (>=64kt)
Irma (2017),34481,Gale-force (50–63kt)
Irma (2017),32071,Gale-force (50–63kt)
Irma (2017),32686,Gale-force (50–63kt)
Irma (2017),32901,Gale-force (50–63kt)
Irma (2017),33033,Gale-force (50–63kt)
Irma (2017),33417,Gale-force (50–63kt)
Irma (2017),34667,Hurricane-force (>=64kt)
Irma (2017),34950,Gale-force (50–63kt)
Irma (2017),36549,No TS winds (<34kt)
Irma (2017),32579,Tropical-storm (34–49kt)
Irma (2017),33308,Gale-force (50–63kt)
Irma (2017),33609,Gale-force (50–63kt)
Irma (2017),34744,Gale-force (50–63kt)
Irma (2017),34759,Gale-force (50–63kt)
Irma (2017),32277,Gale-force (50–63kt)
Irma (2017),33185,Hurricane-force (>=64kt)
Irma (2017),33957,Hurricane-force (>=64kt)
Irma (2017),34610,Hurricane-force (>=64kt)
Irma (2017),32351,Gale-force (50–63kt)
Irma (2017),32409,Tropical-storm (34–49kt)
Irma (2017),33143,Gale-force (50–63kt)
Irma (2017),32250,Gale-force (50–63kt)
Irma (2017),33031,Gale-force (50–63kt)
Irma (2017),33434,Gale-force (50–63kt)
Irma (2017),32526,No TS winds (<34kt)
Irma (2017),32033,Gale-force (50–63kt)
Irma (2017),32244,Gale-force (50–63kt)
Irma (2017),32618,Gale-force (50–63kt)
Irma (2017),33774,Gale-force (50–63kt)
Irma (2017),33830,Hurricane-force (>=64kt)
Irma (2017),32179,Gale-force (50–63kt)
Irma (2017),34601,Hurricane-force (>=64kt)
Irma (2017),33715,Gale-force (50–63kt)
Irma (2017),39845,Tropical-storm (34–49kt)
Irma (2017),32950,Gale-force (50–63kt)
